Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149,Col150,Col151,Col152,Col153,Col154,Col155,Col156,Col157,Col158,Col159,Col160,Col161,Col162,Col163,Col164,Col165,Col166,Col167,Col168,Col169,Col170,Col171,Col172,Col173,Col174,Col175,Col176,Col177,Col178,Col179,Col180,Col181,Col182,Col183,Col184,Col185,Col186,Col187,Col188,Col189,Col190,Col191,Col192,Col193,Col194,Col195,Col196,Col197,Col198,Col199,Col200,Col201,Col202,Col203,Col204,Col205,Col206,Col207,Col208,Col209,Col210,Col211,Col212,Col213,Col214,Col215,Col216,Col217,Col218,Col219,Col220,Col221,Col222,Col223,Col224,Col225,Col226,Col227,Col228,Col229,Col230,Col231,Col232,Col233,Col234,Col235,Col236,Col237,Col238,Col239,Col240,Col241,Col242,Col243,Col244,Col245,Col246,Col247,Col248,Col249,Col250,Col251,Col252,Col253,Col254,Col255,Col256,Col257,Col258,Col259,Col260,Col261,Col262,Col263,Col264,Col265,Col266,Col267,Col268,Col269,Col270,Col271,Col272,Col273,Col274,Col275,Col276,Col277,Col278,Col279,Col280,Col281,Col282,Col283,Col284,Col285,Col286,Col287,Col288,Col289,Col290,Col291,Col292,Col293,Col294,Col295,Col296,Col297,Col298,Col299,Col300,Col301,Col302,Col303,Col304,Col305,Col306,Col307,Col308,Col309,Col310,Col311,Col312,Col313,Col314,Col315,Col316,Col317,Col318,Col319,Col320,Col321,Col322,Col323,Col324,Col325,Col326,Col327,Col328,Col329,Col330,Col331,Col332,Col333,Col334,Col335,Col336,Col337,Col338,Col339,Col340,Col341,Col342,Col343,Col344,Col345,Col346,Col347,Col348,Col349,Col350,Col351,Col352,Col353,Col354,Col355,Col356,Col357,Col358,Col359,Col360,Col361,Col362,Col363,Col364,Col365,Col366,Col367,Col368,Col369,Col370,Col371,Col372,Col373,Col374,Col375,Col376,Col377,Col378,Col379,Col380,Col381,Col382,Col383,Col384,Col385,Col386,Col387,Col388,Col389,Col390,Col391,Col392,Col393,Col394,Col395,Col396,Col397,Col398,Col399,Col400,Col401,Col402,Col403,Col404,Col405,Col406,Col407,Col408,Col409,Col410,Col411,Col412,Col413,Col414,Col415,Col416,Col417,Col418,Col419,Col420,Col421
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38626547424631913,0.39086565639213816,0.3678661348846951,0.3789471473465318,0.2770737286199722,1.506157929866956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42876779798426207,0.42556660147769076,0.40757093258733984,0.3567851224228584,0.2785179419315938,1.506157929866956,0.624427960654054,0.12104421573523419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4515609402770697,0.42876779798426207,0.38639298121753296,0.38626547424631913,0.36634070106127853,1.4084868772281962,1.3210777717902171,0.12104421573523419,0.5853815102682961,0.8239487306868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4629575114234735,0.4629575114234735,0.44586265470386777,0.4291465975120118,0.08354223571626543,1.555562189397361,0.6493558655673176,0.710667659973794,0.5853815102682961,0.8239487306868,0.4844086911078825,0.834411210305165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4046670990395566,0.36837507374847905,0.4629575114234735,0.3927886456334511,0.6262166077092771,0.6560648208880776,0.6690909488444102,0.039823005122706846,0.5642771065746804,0.2913527967290835,0.4844086911078825,0.834411210305165,0.3264391616917749,1.1545628048782257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36837507374847905,0.36837507374847905,0.1199355040151481,0.6262443399998681,1.4132981667873314,0.752152208286331,0.1810407586635165,0.4153395713371319,0.348611207139274,0.8117964040667297,0.10352362327372061,0.3264391616917749,1.1545628048782257,0.7126557138654998,0.49181478170979037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40249812415878555,0.40249812415878555,0.1199355040151481,0.07589545572784484,1.2183321171808703,0.750023540109648,0.28548971792337313,0.4153395713371319,0.9843752806549294,0.8186226447407301,1.3253144342766816,0.7934356405776484,1.095038818022743,0.7126557138654998,0.49181478170979037,0.2455933842971352,0.06465203033718485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43603380763458,0.43603380763458,0.40249812415878555,0.40249812415878555,0.11652474487212997,1.2183321171808703,1.395774448377175,0.9108829065062608,0.5351488836252845,0.29695956234909615,0.5582189714115662,0.9162113108124453,0.8151727278278185,0.2648851841591631,0.27424500300467214,0.5869757783276892,0.2455933842971352,0.06465203033718485,1.302074154964155,0.9609369871584074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5677747747824612,0.5677747747824612,0.43603380763458,0.43603380763458,0.6886419369099269,0.11652474487212997,0.5472544701101096,0.6443085709824569,0.9108829065062608,1.06215249468866,0.8168124291042924,0.640280330542279,1.2410902974112727,0.3039907270379187,0.5967348463160111,0.275006287039461,0.4742764610744328,0.2680280536038555,0.5585889092491929,1.302074154964155,0.9609369871584074,0.49813643970039795,0.0683549672298837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4683944651321559,0.5268781926008692,0.5677747747824612,0.5677747747824612,0.4831536214677918,0.6886419369099269,0.041512744558151335,0.04165711722128829,0.6443085709824569,0.538931156433694,0.7329012798676682,0.8163965900776208,0.6810464819984237,0.6826538477915575,0.06185391936375145,0.17674645680362064,0.157844077100862,0.21324219085616367,0.36468562829625234,0.2809841856606906,0.3231648998556646,0.23791855442751123,0.49813643970039795,0.0683549672298837,0.4328052825153412,0.5562473299551116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
